ids,artists,mediums,titles,descriptions,urls
ger_1968,Konstantin Grcic (Designer),"Aluminum, PU foam, powder-coated steel",360º Chair,"The 360° Chair rethinks the standard office chair. Neither a stool nor a chair, it was inspired by the different seating positions that Grcic’s studio assistants assumed during a day. The quirky design consists of a crossbar on which one can sit, perch, or lean, with a low backrest for support. It is meant for activities that require one to move and take up a variety of positions during the workday, rather than for long stints in front of the computer. Grcic envisioned the 360° Chair being used in the studios of designers and architects, as well as in salons orbarbershops. Its five-star metal base with casters indicates its function, and a footrest at the base is marked like a compass, illustrating the chair’s ability to spin 360 degrees, as its name suggests. The 360° family of furniture also includes a high stool, a table, and a mobile storage unit.",https://www.artic.edu/artworks/201568/360%C2%BA-chair
ger_1969,Wolfgang Tillmans,Inkjet print,Peaches V,,https://www.artic.edu/artworks/181125/peaches-v
ger_1970,K. H. Hödicke,Screenprint on clear plexiglass printed on both sides,"Magic Window Cleaner II, from Capitalist Realism",,https://www.artic.edu/artworks/116583/magic-window-cleaner-ii-from-capitalist-realism
ger_1971,,"Iron, brass, and wood",Cranequin (Winder) for a Crossbow,,https://www.artic.edu/artworks/116833/cranequin-winder-for-a-crossbow
ger_1972,Karl Hofer,Drypoint on white wove paper,Three Girls,,https://www.artic.edu/artworks/63183/three-girls
ger_1973,Albrecht Altdorfer,Woodcut in black on ivory laid paper,"The Meeting of Joachim and Anne, from The Fall and Redemption of Man",,https://www.artic.edu/artworks/27544/the-meeting-of-joachim-and-anne-from-the-fall-and-redemption-of-man
ger_1974,Max Pechstein,Charcoal on tan wove paper,Factory,,https://www.artic.edu/artworks/17736/factory
ger_1975,Martin Kippenberger,"Collage of torn printed papers, tipped to offset lithograph on white wove paper, overprinted in silver and gold inks",Untitled,,https://www.artic.edu/artworks/158904/untitled
ger_1976,,Steel and wood,Halberd,,https://www.artic.edu/artworks/116304/halberd
ger_1977,Otto Piene,Burnt shellac on commerically coated red thin board,Fire Painting,,https://www.artic.edu/artworks/204308/fire-painting
ger_1978,Bruno Paul,"Wood, modern upholstery",Stool,,https://www.artic.edu/artworks/178710/stool
ger_1979,Lothar Osterburg,Photogravure in black on white wove paper,Bridge Over Brooklyn,"New York-based artist Lothar Osterburg’s Bridge over Brooklyn is a much more nostalgic image than Craig McPherson’s haunting mezzotint of New York City, Yankee Stadium at Night. Osterburg began by building a miniature model, which he photographed through a magnifying lens. By etching this negative onto the printing plate using the 19th-century method of photogravure, he created this highly tonal image. Despite their differing, yet equally labor-intensive and retrospective intaglio processes, Osterburg and McPherson arrive at a similar place through their shared emphasis on palpable texture, the contrast between light and shade, and the powerful darkness of the city at night.",https://www.artic.edu/artworks/194769/bridge-over-brooklyn
ger_1980,Friedrich Meckseper,Color etching on white wove paper,Three Jars,,https://www.artic.edu/artworks/31699/three-jars
ger_1981,Hans Bellmer,Etching in black and white on brown laid paper,The Bat,,https://www.artic.edu/artworks/31980/the-bat
ger_1982,Martin Kippenberger,"Graphite, silver pencil, blue ballpoint pen, and black and gray fiber-tipped pens on white wove hotel stationery",Untitled (Hotel Bayerischer Hof),,https://www.artic.edu/artworks/158903/untitled-hotel-bayerischer-hof
ger_1983,Otto Dix,"Etching, aquatint and drypoint on cream laid paper","Dying Soldier, from War",,https://www.artic.edu/artworks/152895/dying-soldier-from-war
ger_1984,George Grosz,Lithograph on paper,"“Poor hare! Thou playest but a sorry part in this world’s drama, but your worshipful lords must needs have hares!” (Act I, scene 1), from Die Rauber",,https://www.artic.edu/artworks/124588/poor-hare-thou-playest-but-a-sorry-part-in-this-world-s-drama-but-your-worshipful-lords-must-needs-have-hares-act-i-scene-1-from-die-rauber
ger_1985,German School,"Steel, brass, fruitwood, and staghorn","Wheellock Carbine for the Bodyguard of Wolf Dietrich von Raitenau, Prince-Archbishop of Salzburg",,https://www.artic.edu/artworks/234000/wheellock-carbine-for-the-bodyguard-of-wolf-dietrich-von-raitenau-prince-archbishop-of-salzburg
ger_1986,Konstantin Grcic (Designer),Stainless steel,Accento Cutlery (Set of 36 Pieces),"Grcic’s interest in planes and lines is here expressed in a series of tableware made for Serafino Zani. His collection Passami il sale, which literally means “Pass the salt” in Italian, was engineered utilizing the skills of the local craftspeople living and working to the north of Brescia. It includes a set of salad servers made from lengths of bent wire, a collection of serving trays made from lasercut stainless steel, and a breadbasket perforated with elongated cuts that provide a decorative element. Recently, Grcic also added a set of cutlery, Accento, to the series. Its simple design reflects that used to create the other elements, though the oversized utensils also have a cartoonlike quality that sets them apart. Their unpretentious design makes them suitable for everyday use. Working with the same visual language, Grcic also added a set of salad servers, lasagna and cheese knives, and a risotto spoon to the Accento family of kitchen utensils.",https://www.artic.edu/artworks/201516/accento-cutlery-set-of-36-pieces
ger_1987,Konstantin Grcic (Designer),Polypropylene,H2O Waste Paper Bin,"Square Wastepaper Bin was the first in a series of products made for the German manufacturer Authentics. The project gave Grcic the opportunity to experiment with plastic, a material that enabled him to create his earliest industrially made designs for mass production. He conceived Square Wastepaper Bin as a round base with square sides and a hole cut out on one side for a handle. The 2-Hands Laundry Basket, the next design in this family of quotidian products, is slightly oversized, yet lightweight and durable, with a seamless elegance that sets it apart from other such designs. The H20 Wastepaper Bin derived from Grcic’s desire to make subtle adjustments to the commonplace object by adding a lid and rim at the top and bottom of the piece. For the Tip Wastepaper Bin, Grcic enlarged the hinge mechanism that opens and closes the lid to prevent it from breaking with use. Through a disciplined process of research and design development, Grcic was thus able to introduce a range of products that respond to basic human needs.",https://www.artic.edu/artworks/200805/h2o-waste-paper-bin
ger_1988,Horst Janssen,Etching and aquatint on ivory wove paper,Galerie Sandner,,https://www.artic.edu/artworks/59841/galerie-sandner
ger_1989,,"Horn, silver, gold, and sharkskin (sheath)",Hunting Plug Bayonet with Eating Utensils,,https://www.artic.edu/artworks/106230/hunting-plug-bayonet-with-eating-utensils
ger_1990,,"Woodcut in black with hand coloring on cream laid paper, laid down on cream laid paper, with inscription in pen and brown ink, laid down on cream laid paper",Bookplate of Hildebrand von Brandenburg,"The earliest documented printed ex libris is this hand-colored woodcut arms of Hildebrand von Brandenburg. Hildebrand identified his entire personal library with this woodcut and a standardized inscription before giving it to the Carthusian monastery at Buxheim that he joined around 1480. 143 of his books have been identified, a large collection for a non-royal individual at the time. The inscription Libros historialem Pauli horosii likely refers to the fourth-century priest Paul Orosius’s Seven Books of History Against the Pagans, in which he argued that Christianity was not responsible for the fall of the Roman Empire and all subsequent calamities.",https://www.artic.edu/artworks/60691/bookplate-of-hildebrand-von-brandenburg
ger_1991,Hans Brosamer,Engraving in black on ivory laid paper,Samson and Delilah,"In another portrayal of the dangerous power of women, here Brosamer depicted the biblical scene of Delilah betraying Samson. This engraving is similar in scale to the artist’s nearby Phyllis and Aristotle (1923.203), and the two works may have been conceived as a pair. Renowned for his strength, Samson unwisely shared the source of his power—his hair—with his lover, the treacherous Delilah. While the Bible verses (Judges 16: 17–18) specify that Samson will lose his strength when his hair is shaved off, here Deliliah uses a more feminine tool, scissors.",https://www.artic.edu/artworks/80765/samson-and-delilah
ger_1992,"Hans Burgkmair, the elder",Woodcut on paper,Triumph of Maximilian,,https://www.artic.edu/artworks/49090/triumph-of-maximilian
ger_1993,"Jonas Silber, (Master J.S.)",Punched engraving on buff laid paper,Circular Design with Saturn,,https://www.artic.edu/artworks/27231/circular-design-with-saturn
ger_1994,Hans Sebald Beham,Engraving in black on ivory laid paper,Penance of St. John Chrysostomus,,https://www.artic.edu/artworks/42671/penance-of-st-john-chrysostomus
ger_1995,"Christoph Weiditz, I",Woodcut on paper,"Herr Conradt Mair (recto) and Herr Hanns Paulus Herwardt (verso) from Augsburger Geschlechter Buch, plate 25 from Woodcuts from Books of the XVI Century",,https://www.artic.edu/artworks/132170/herr-conradt-mair-recto-and-herr-hanns-paulus-herwardt-verso-from-augsburger-geschlechter-buch-plate-25-from-woodcuts-from-books-of-the-xvi-century
ger_1996,Peter Aubry,Engraving on paper,Letter K,,https://www.artic.edu/artworks/127655/letter-k
ger_1997,Augustin Hirschvogel,Etching on paper,Landscape with a Tree in Center of Foreground,,https://www.artic.edu/artworks/63458/landscape-with-a-tree-in-center-of-foreground
ger_1998,,Iron,Folding Lance Rest,,https://www.artic.edu/artworks/116655/folding-lance-rest
ger_1999,Michel Wolgemut,"Woodcut and letterpress in black (recto and verso) on buff laid paper, tipped onto cream wove paper mat","The Martyrdom of Saint Simon of Trent from Schedel Weltchronik (Schedel’s World History), Plate 23 from Woodcuts from Books of the 15th Century",,https://www.artic.edu/artworks/129323/the-martyrdom-of-saint-simon-of-trent-from-schedel-weltchronik-schedel-s-world-history-plate-23-from-woodcuts-from-books-of-the-15th-century
ger_2000,Otto Dix,Lithograph on ivory wove paper,The Sailor,,https://www.artic.edu/artworks/60012/the-sailor
ger_2001,Horst Janssen,Etching on cream wove paper,Who is Titania?,,https://www.artic.edu/artworks/104924/who-is-titania
ger_2002,"Jonas Umbach, the elder","Etching, printed in black, on paper",Landscape with Hunter and Three Dogs,,https://www.artic.edu/artworks/84346/landscape-with-hunter-and-three-dogs
ger_2003,Ludwig Meidner,Drypoint on cream wove paper,Untitled,,https://www.artic.edu/artworks/93756/untitled
ger_2004,Leonhard Beck,Woodcut in black on ivory wove paper,"Saint Ferreolus, from Saints Connected with the House of Habsburg",,https://www.artic.edu/artworks/23692/saint-ferreolus-from-saints-connected-with-the-house-of-habsburg
ger_2005,Martin Kippenberger,"Graphite, yellow pencil, and collage of cut-and-tipped color photograph on cream wove hotel stationery",Untitled (The American Hotel),,https://www.artic.edu/artworks/158913/untitled-the-american-hotel
ger_2006,Karl Friedrich Schinkel,Lithograph in black on tan wove paper,"Predjama Castle in Krein, Twelve Hours from Trieste","Karl Friedrich Schinkel composed this scene through precise penwork rather than with a lithographic crayon, the mark-making tool that predominated later in the century. In short staccato flicks and long, undulating strokes of lithographic ink, Schinkel’s technique here conveys the textures of trees, rock, and masonry. These fine details reflect the artist’s method of drafting outdoors, which is noted in the inscription at right beneath the image. The contrast between the dark fluidity of Schinkel’s lines and the warm tone of the paper captures the subtle but dramatic play of light and shadow across the medieval architecture and the rock faces of the mountain.",https://www.artic.edu/artworks/148276/predjama-castle-in-krein-twelve-hours-from-trieste
ger_2007,"Carl Wilhelm Kolbe, the elder",Etching on ivory wove paper,Nymph in a Marshy Woodland,,https://www.artic.edu/artworks/149502/nymph-in-a-marshy-woodland
ger_2008,Max Beckmann,drypoint on cream Japan paper,"Snake Lade, plate ten from Jahrmarkt",,https://www.artic.edu/artworks/122816/snake-lade-plate-ten-from-jahrmarkt
ger_2009,Albrecht Dürer,Woodcut in black on ivory laid paper,"The Deposition, from The Large Passion",,https://www.artic.edu/artworks/55336/the-deposition-from-the-large-passion
ger_2010,Albrecht Dürer,Woodcut in black on tan laid paper,"The Visitation, from The Life of the Virgin",,https://www.artic.edu/artworks/43924/the-visitation-from-the-life-of-the-virgin
ger_2011,,"Iron, blued, fretted and engraved",Wheel-Lock Spanner and Turnscrew,,https://www.artic.edu/artworks/106417/wheel-lock-spanner-and-turnscrew
ger_2012,Max Beckmann,Lithograph on ivory Japanese paper,Baptism of Christ,,https://www.artic.edu/artworks/27031/baptism-of-christ
ger_2013,Albrecht Altdorfer,Woodcut in black on ivory laid paper,"The Presentation in the Temple, from The Fall and Redemption of Man",,https://www.artic.edu/artworks/27565/the-presentation-in-the-temple-from-the-fall-and-redemption-of-man
ger_2014,"Hans Burgkmair, the elder",Woodcut on paper,Savages,,https://www.artic.edu/artworks/30272/savages
ger_2015,Master M.Z.,Engraving on ivory laid paper,The Tournament,,https://www.artic.edu/artworks/28623/the-tournament
ger_2016,Johann Theodor de Bry,Engraving in black on ivory laid paper,Bath of Sardanapalus,"Sardanapalus was a mythical ancient Assyrian king known for his excessive pursuit of physical pleasure. He appears here being bathed by a bevy of women, though he was said to have many concubines of both genders. Johann Theodor de Bry copied and reshaped another artist’s rectangular print of a moralizing subject to create this composition, surrounding it with a sumptuously detailed border of foodstuffs, animals, and grotesque hybrid creatures.",https://www.artic.edu/artworks/43523/bath-of-sardanapalus
ger_2017,Max Klinger,"Aquatint and etching, with burnishing in plate on ivory China paper, laid down on cream laid paper","Preface I, plate two from A Life",,https://www.artic.edu/artworks/155426/preface-i-plate-two-from-a-life
ger_2018,Johann Gottfried Schadow,Lithograph on paper,Luther’s Statue in Wittenberg,,https://www.artic.edu/artworks/148696/luther-s-statue-in-wittenberg
ger_2019,Julius Gipkens,Color lithograph on ivory wove paper,Gathering of Rabbit Fur,,https://www.artic.edu/artworks/116237/gathering-of-rabbit-fur
ger_2020,"Carl Wilhelm Kolbe, the elder",Etching on paper,Youth Playing Pipes of Pan,,https://www.artic.edu/artworks/141435/youth-playing-pipes-of-pan
ger_2021,Horst Janssen,Etching on gray wove paper,Hanno’s Death,,https://www.artic.edu/artworks/132045/hanno-s-death
ger_2022,Sophie Reinhard,Etching on cream wove paper,"The Little Witch, plate four from Zehn Blätter zu Hebels Alemannischen Gedichten",,https://www.artic.edu/artworks/129560/the-little-witch-plate-four-from-zehn-blatter-zu-hebels-alemannischen-gedichten
ger_2023,,"Brush and various gray washes over traces of graphite, on ivory wove paper, laid down on cream wove paper","The Cloister of San Lorenzo Fuori le Mura, Rome","The church of Saint Lawrence outside the Walls in Rome attracted many artists—this one yet to be identified. Dated 1827, the drawing is tantalizingly monogramed N.R.H., so there is still hope that an attribution can be made.",https://www.artic.edu/artworks/213429/the-cloister-of-san-lorenzo-fuori-le-mura-rome
ger_2024,Franz Marc,Woodcut in black on ivory Japanese laid paper,An Animal Legend,,https://www.artic.edu/artworks/61053/an-animal-legend
ger_2025,School of Albrecht Dürer,Woodcut in black on ivory laid paper,"The Campaign in Hungary, from The Triumphal Arch of Maximilian I",,https://www.artic.edu/artworks/30292/the-campaign-in-hungary-from-the-triumphal-arch-of-maximilian-i
ger_2026,Hans Sebald Beham,Engraving in black on ivory laid paper,Ornament with a Mask Held by Two Genii,,https://www.artic.edu/artworks/27981/ornament-with-a-mask-held-by-two-genii
ger_2027,Hans Friedrich Schorer,"Pen and black ink, and brush and gray wash, over graphite, on buff laid paper",Design for a Saltcellar,,https://www.artic.edu/artworks/25681/design-for-a-saltcellar
ger_2028,Martin Kippenberger,Colored pencils and blue ballpoint pen on white wove hotel stationery,Untitled (Park Adler),,https://www.artic.edu/artworks/158967/untitled-park-adler
ger_2029,Ferdinand Olivier,Lithograph with tint-stone on white wove paper,Wednesday: Footpath on the Mönchsberg Near Salzburg,,https://www.artic.edu/artworks/145170/wednesday-footpath-on-the-monchsberg-near-salzburg
ger_2030,,"Steel, pewter, and leather",Demi Shaffron,,https://www.artic.edu/artworks/116391/demi-shaffron
ger_2031,Max Beckmann,drypoint on cream Japan paper,"The Tight Rope Walkers, plate eight from Jahrmarkt",,https://www.artic.edu/artworks/122814/the-tight-rope-walkers-plate-eight-from-jahrmarkt
ger_2032,Floris Michael Neusüss,Gelatin silver photogram,Nachtbild (Night Picture),,https://www.artic.edu/artworks/136130/nachtbild-night-picture
ger_2033,Ernst Ludwig Kirchner,Lithograph in black and pink on yellow wove paper,Promenade in Front of the Café,,https://www.artic.edu/artworks/180669/promenade-in-front-of-the-cafe
ger_2034,Otto Lange,Color woodcut on cream wove paper,Ridicule,,https://www.artic.edu/artworks/197573/ridicule
ger_2035,Wolf von dem Bussche,"Gelatin silver print, from the portfolio ""Homage to Max Ernst"" (1982)",Der Tote (The Dead One),,https://www.artic.edu/artworks/105049/der-tote-the-dead-one
ger_2036,Johann Theodor de Bry,Engraving in black on ivory laid paper,The Triumph of Christ,,https://www.artic.edu/artworks/77479/the-triumph-of-christ
ger_2037,Master I.B.,Engraving in black on paper,Portrait of Martin Luther,,https://www.artic.edu/artworks/95616/portrait-of-martin-luther
ger_2038,,Metalcut from two plates in black hand-colored on ivory laid paper,The Crucifixion,"This imposing handcolored metalcut print was produced from two plates, including a similar but not identical outer border plate of visionary clouds and stars as The Man of Sorrows with Four Angels. It is therefore not the Crucifixion found bound into the same missal, but bears many similarities to it.",https://www.artic.edu/artworks/79859/the-crucifixion
ger_2039,Heinrich Campendonk,Woodcut on ivory wove paper,Animals,,https://www.artic.edu/artworks/27036/animals
ger_2040,Lovis Corinth,Drypoint on white wove paper,The Sacrifice of Isaac,,https://www.artic.edu/artworks/28748/the-sacrifice-of-isaac
ger_2041,Hans Sebald Beham,Engraving in black on ivory laid paper,"St. John, from The Four Evangelists",,https://www.artic.edu/artworks/28000/st-john-from-the-four-evangelists
ger_2042,Otto Dix,Etching and aquatint on cream laid paper,"Machine Gun Platoon Advances (Somme, November 1916), from War",,https://www.artic.edu/artworks/152910/machine-gun-platoon-advances-somme-november-1916-from-war
ger_2043,Ursula Schulz-Dornburg,"Gelatin silver print, from the portfolio ""Photographs of Ursula Schulz-Dornburg""",Photographs of Ursula Schulz-Dornburg (Photographien von Ursula Schulz-Dornburg),,https://www.artic.edu/artworks/150248/photographs-of-ursula-schulz-dornburg-photographien-von-ursula-schulz-dornburg
ger_2044,Max Beckmann,drypoint on cream Japan paper,"The Barker (Self-Portrait), plate one from Jahrmarkt",,https://www.artic.edu/artworks/122807/the-barker-self-portrait-plate-one-from-jahrmarkt
ger_2045,Max Klinger,Etching on ivory chine collé on off-white wove paper,"Rescue, plate four from A Glove",,https://www.artic.edu/artworks/117652/rescue-plate-four-from-a-glove
ger_2046,Max Klinger,Etching on ivory chine collé on off-white wove paper,"Homage, plate six from A Glove",,https://www.artic.edu/artworks/117654/homage-plate-six-from-a-glove
ger_2047,Johann Anton Alban Ramboux,Lithograph on ivory wove paper,View of the Mosel Valley below Trier with the Rocks of Pallien in the Foreground,,https://www.artic.edu/artworks/159356/view-of-the-mosel-valley-below-trier-with-the-rocks-of-pallien-in-the-foreground
ger_2048,,"Bone, iron, and gold thread",Powder Flask,,https://www.artic.edu/artworks/116771/powder-flask
ger_2049,,Metalcut on paper (dotted manner),Adoration of the Magi,,https://www.artic.edu/artworks/111351/adoration-of-the-magi
ger_2050,Marcel Breuer (Designer),"Oak frame, stained brown; canvas seats",Armchair,,https://www.artic.edu/artworks/71007/armchair
ger_2051,Karl Hofer,Lithograph on off-white laid paper,Probationer,,https://www.artic.edu/artworks/27056/probationer
ger_2052,Otto Dix,Etching on cream wove paper,"Near Langemarck (February 1918), from War","The contrast between sophisticated artistic technique and the horrors of war runs throughout Otto Dix’s series. This image utilizes an incredibly detailed etching technique, drawing attention to traditional concepts of aesthetic skill, yet it also depicts the absolute wasteland of the trench warfare typical of World War I. Its beautiful surface contrasts with its grotesque subject. Such visual contradictions between form and content would be further elaborated in Dix’s major war paintings, made during the Weimar Republic, such as Trench (1920–23).",https://www.artic.edu/artworks/152876/near-langemarck-february-1918-from-war
ger_2053,,Iron,Wheellock Spanner with Powder Measure and Screwdriver,,https://www.artic.edu/artworks/116739/wheellock-spanner-with-powder-measure-and-screwdriver
ger_2054,,Iron,Wheellock Spanner with Powder Measure and Screwdriver,,https://www.artic.edu/artworks/116742/wheellock-spanner-with-powder-measure-and-screwdriver
ger_2055,Unknown artist (Illustrator),"Woodcut and letterpress in black with rubrication (recto), and letterpress in black with rubrication and pen and brown ink additions (verso), on buff laid paper","Hazelwort from Gart der Gesundheit (Garden of Health), Plate 16 from Woodcuts from Books of the 15th Century",,https://www.artic.edu/artworks/129316/hazelwort-from-gart-der-gesundheit-garden-of-health-plate-16-from-woodcuts-from-books-of-the-15th-century
ger_2056,,Metalcut on paper (dotted manner),Adoration of the Magi,,https://www.artic.edu/artworks/111351/adoration-of-the-magi
ger_2057,Martin Kippenberger,Graphite and colored pencils on white wove paper (hotel stationery),Untitled (Head),,https://www.artic.edu/artworks/159691/untitled-head
ger_2058,Johann Samuel Bach,Black chalk on ivory laid paper,Forest Scene with Waterfall and Two Figures,,https://www.artic.edu/artworks/85305/forest-scene-with-waterfall-and-two-figures
ger_2059,,"Manuscript cutting in tempera and gold leaf, with Latin inscriptions in brown and red ink, unruled, on vellum",Illuminated Initial “H” from a Psalter or Breviary,,https://www.artic.edu/artworks/71548/illuminated-initial-h-from-a-psalter-or-breviary
ger_2060,Hans Sebald Beham,Engraving in black on white wove paper,"St. Thomas, plate 7 from The Twelve Apostles",,https://www.artic.edu/artworks/36778/st-thomas-plate-7-from-the-twelve-apostles
ger_2061,Unknown artist,"Blockbook woodcut hand-colored with brush, stencil and watercolor with additions in pen and brown ink on ivory laid paper","The Lamb Receiving the Sealed Book, folio C from The Apocalypse","The Apocalyptic Lamb of God in the lower roundel enraged an early viewer. Perhaps inspired by the crown of seven stubby horns and the seven eyes on the Lamb’s head, this unknown individual added a cluster of four semicircles just beneath its tail. The result seems blasphemous and rather juvenile, as the shapes resemble a series of turds spewing downward. Excrement became a common theme in Germany during the Reformation due to Martin Luther’s colorful rhetoric, and frequently appeared in satirical anti-Catholic woodcuts. As the pen and ink used here suggest an early annotation, perhaps it was made during this transitional period.",https://www.artic.edu/artworks/36063/the-lamb-receiving-the-sealed-book-folio-c-from-the-apocalypse
ger_2062,Lovis Corinth,Drypoint on ivory laid paper,Bench in the Woods,,https://www.artic.edu/artworks/25391/bench-in-the-woods
ger_2063,Jacob Wilhelm Mechau,Etching on ivory laid paper,A Civita Castellana,,https://www.artic.edu/artworks/185150/a-civita-castellana
ger_2064,Heinrich Vogeler,Etching with blue ink on cream wove paper,The Snake Bride,,https://www.artic.edu/artworks/182896/the-snake-bride
ger_2065,Hans Leonhard Schäuffelein,Woodcut on paper,"Shem Covering the Nakedness of Noah (recto) and Lot with his Daughters (verso) from Der Teutsch Cicero, plate four of Woodcuts from Books of the XVI Century",,https://www.artic.edu/artworks/132149/shem-covering-the-nakedness-of-noah-recto-and-lot-with-his-daughters-verso-from-der-teutsch-cicero-plate-four-of-woodcuts-from-books-of-the-xvi-century
ger_2066,"Johann Lorenz Rugendas, I",Etching on ivory laid paper,Pastoral Cruelty,"Damon:Chloris! Is solitude better than a secure home?Is it better than the love that true Damon offers you?Chloris:Damon, hold your tongue about your love, which is laughable to me.My freedom and my roses, I love both more than you.Johann Lorenz Rugendas I’s etchings often feature playful vignettes atop classically ornamented stands. Here Damon and Chloris appear in an Arcadian setting, surrounded by lush vegetation. In response to Damon’s declaration of love, Chloris recoils, upending her basket of roses. This forceful rejection of his love provides a piquant alternative to the normally placid and tranquil tone of pastoral poetry.",https://www.artic.edu/artworks/133280/pastoral-cruelty
ger_2067,Albrecht Dürer,Woodcut in black on ivory laid paper,"The Visitation, from The Life of the Virgin",,https://www.artic.edu/artworks/30463/the-visitation-from-the-life-of-the-virgin
ger_2068,Albrecht Dürer,Woodcut in black on ivory laid paper,"The Annunciation, from The Life of the Virgin",,https://www.artic.edu/artworks/79434/the-annunciation-from-the-life-of-the-virgin
ger_2069,Umbo (Otto Umbehr),Gelatin silver print,Circus Performers’ Rehearsal (Artistenprobe),"The German photographer Umbo, capitalizing on the hunger for images provoked by the rise of illustrated magazines, produced this photograph to accompany an article about a circus school in Berlin. At once candid and composed, the image presents a moment behind the scenes: two sitting women with fashionable short-cropped hair, accompanied by a standing male companion who reaches forward to light a cigarette. So steady is his posture that it would be easy to miss the roller skates on his feet. The caption that accompanied the image read: “This is what a performing arts school looks like. Cold rooms—a place for precise, tiring work.”",https://www.artic.edu/artworks/236292/circus-performers-rehearsal-artistenprobe
ger_2070,Daniel Nikolaus Chodowiecki,Etching and engraving on cream laid paper,Pilgrimage to the Französisch Bucholz Spa near Berlin,"The caption reads: “The artist had promised his children a Sunday trip to the Französisch Bucholz—at that time a frequently visited pleasure spot—but the trip was cancelled because of the streaming rain and the carriage that failed to show up. To make up to them for the cancelled trip, he drew up a delightful image of the trip as planned, and the various family members can be identified therein.”",https://www.artic.edu/artworks/13564/pilgrimage-to-the-franzosisch-bucholz-spa-near-berlin
ger_2071,Lovis Corinth,Drypoint on white wove paper,Death and the Artist,,https://www.artic.edu/artworks/31008/death-and-the-artist
ger_2072,,Glass,Passglass with Loops and Glass Rings,,https://www.artic.edu/artworks/36970/passglass-with-loops-and-glass-rings
ger_2073,Heinrich Hoerle,Lithograph in black on tan wove paper,"Friendly Dream, from Krüppel",,https://www.artic.edu/artworks/209604/friendly-dream-from-kruppel
ger_2074,Konstantin Grcic (Designer),Polystyrol,Square Waste Paper Bin,"Square Wastepaper Bin was the first in a series of products made for the German manufacturer Authentics. The project gave Grcic the opportunity to experiment with plastic, a material that enabled him to create his earliest industrially made designs for mass production. He conceived Square Wastepaper Bin as a round base with square sides and a hole cut out on one side for a handle. The 2-Hands Laundry Basket, the next design in this family of quotidian products, is slightly oversized, yet lightweight and durable, with a seamless elegance that sets it apart from other such designs. The H20 Wastepaper Bin derived from Grcic’s desire to make subtle adjustments to the commonplace object by adding a lid and rim at the top and bottom of the piece. For the Tip Wastepaper Bin, Grcic enlarged the hinge mechanism that opens and closes the lid to prevent it from breaking with use. Through a disciplined process of research and design development, Grcic was thus able to introduce a range of products that respond to basic human needs.",https://www.artic.edu/artworks/200807/square-waste-paper-bin
ger_2075,Conrad Felixmüller,Etching and drypoint on ivory wove paper,Portrait of the Gynecologist Emil Hees,,https://www.artic.edu/artworks/109691/portrait-of-the-gynecologist-emil-hees
ger_2076,Clemens von Zimmermann,Etching on cream wove paper,Santi Giovanni e Paolo in Rome,"Joseph Anton Koch was a painter, printmaker, and writer who never received any formal training. Inspired by the Italian landscape during his visits to Rome, Koch created images such as Santi Giovanni e Paolo in Rome. The grandeur of the basilica, which was named for Saints John and Paul, dominates the scene, overwhelming the pilgrims and procession.",https://www.artic.edu/artworks/149495/santi-giovanni-e-paolo-in-rome
ger_2077,Johann Gottfried Schadow,Lithograph on ivory wove paper,Persecution of Orestes,,https://www.artic.edu/artworks/149496/persecution-of-orestes
ger_2078,,Leather,Bullet Pouch,,https://www.artic.edu/artworks/116760/bullet-pouch
ger_2079,Erhard Altdorfer,Woodcut and letterpress in black on cream laid paper,"St. Peter from De Biblie vth der vthlegginge Doctoris Martini Luthers, plate 27 from Woodcuts from Books of the XVI Century",,https://www.artic.edu/artworks/132172/st-peter-from-de-biblie-vth-der-vthlegginge-doctoris-martini-luthers-plate-27-from-woodcuts-from-books-of-the-xvi-century
ger_2080,Lovis Corinth,Lithograph heightened with watercolor on ivory wove paper,Freedom from the Ark,,https://www.artic.edu/artworks/125815/freedom-from-the-ark
ger_2081,Peter Aubry,Engraving on paper,Letter T,,https://www.artic.edu/artworks/127664/letter-t
ger_2082,Peter Aubry,Engraving on paper,Letter Z,,https://www.artic.edu/artworks/127669/letter-z
ger_2083,Ludolph Büsinck,"Chiaroscuro woodcut from three blocks, on paper",Holy Family in an Oval Frame,"Büsinck worked in Paris from 1623 to 1630, and was the first artist in France to make chiaroscuro woodcuts. He created about twenty-four in that period, mostly of religious or genre subjects by Georges Lallemand. His works show the influence of Hendrik Goltzius.",https://www.artic.edu/artworks/104237/holy-family-in-an-oval-frame
ger_2084,Lovis Corinth,Etching on buff wove paper,Bewegungsstudien,,https://www.artic.edu/artworks/10050/bewegungsstudien
ger_2085,Georg Friedrich Schmidt,Etching on paper,Madame Schmidt (the Artist’s Wife),,https://www.artic.edu/artworks/52663/madame-schmidt-the-artist-s-wife
ger_2086,Adolph Friedrich Erdmann von Menzel,"Graphite, with touches of watercolor, on tan wove card","Sketches of Hands, Arms, and Heads",,https://www.artic.edu/artworks/76057/sketches-of-hands-arms-and-heads
